Unnamed: 0,PMCID,sentence_id,text,start_char_pos,end_char_pos,section,CONSORT_Item,section.1,Prediction
154,PMC4770816,S155,This suggests that the fall of 13 mm Hg observed in the standard target arm of PAST-BP is unlikely to be primarily due to effects of regression dilution or habituation to measurement.,23899,24082,['Comparison with other studies and interpretation'],['22'],Discussion,['0']
155,PMC4770816,S156,"Given that we had a relatively low systolic blood pressure inclusion criterion of 125 mm Hg or above, important regression dilution bias would not be anticipated in this study.",24083,24259,['Comparison with other studies and interpretation'],['22'],Discussion,['0']
156,PMC4770816,S157,Only 51% of patients in the intensive target arm of PAST-BP achieved their target blood pressure.,24268,24365,['Comparison with other studies and interpretation'],['0'],Discussion,['0']
157,PMC4770816,S158,Both patients’ wishes and general practitioners’ decision making led to treatment not being intensified when blood pressure was above target (table 2).,24366,24517,['Comparison with other studies and interpretation'],['0'],Discussion,['0']
158,PMC4770816,S159,"Greater reluctance to lower blood pressure when near target, higher attribution of symptoms to blood pressure treatment (table 2) despite an absence of objective evidence of increased symptoms (table 4) in the intensive target arm, and greater reluctance of patients to increase treatment hint at the difficulties faced in achieving lower blood pressure targets in clinical practice.19",24518,24903,['Comparison with other studies and interpretation'],['22'],Discussion,['0']
159,PMC4770816,S160,This impression of practical difficulty is reinforced by the significantly higher proportion of participants that withdrew from the trial in the intensive arm.,24904,25063,['Comparison with other studies and interpretation'],['22'],Discussion,['0']
160,PMC4770816,S161,"Although reported side effects and symptoms were similar in the two arms, and serious adverse events were infrequent (two admissions for falls in each arm), significantly more changes to treatment needed to be made because of side effects in the intensive target arm.",25064,25331,['Comparison with other studies and interpretation'],['0'],Discussion,['0']
161,PMC4770816,S162,Implications,25354,25366,['Implications'],['0'],Discussion,['0']
162,PMC4770816,S163,Recent evidence from SPRINT and a systematic review highlight the benefits of intensive blood pressure lowering.20 21,25375,25492,['Implications'],['0'],Discussion,['0']
163,PMC4770816,S164,"In some blood pressure target trials such as SPRINT and SPS3, the trial design maximised the achieved difference in blood pressure between the two arms, with the less intensive arm having a target range rather than simply a below 140 mm Hg systolic target, and with treatment being reduced if blood pressure fell below the target range.",25493,25829,['Implications'],['0'],Discussion,['0']
164,PMC4770816,S165,This is an appropriate design for an explanatory trial designed to test the question does lowering blood pressure reduce risk of cardiovascular events?,25830,25981,['Implications'],['0'],Discussion,['0']
165,PMC4770816,S166,"In our pragmatic trial, which sought to test the effect of different blood pressure targets as they would be used in clinical practice, the protocol did not stipulate a reduction in blood pressure treatment if the blood pressure was below target and the control arm was actively managed to achieve a target blood pressure below 140 mm Hg.",25982,26320,['Implications'],['0'],Discussion,['0']
166,PMC4770816,S167,"As a result of this, and of reluctance on the part of both clinicians and patients to instigate all increases in blood pressure treatment in the intensive group, the achieved difference in blood pressure between the two arms was small.",26321,26556,['Implications'],['20'],Discussion,['0']
167,PMC4770816,S168,"Nevertheless, we found that active management was associated with clinically important reductions in blood pressure in both arms—the 13 mm Hg reduction achieved in the below 140 mm Hg arm equates to more than 40% and 20% reduction in the risk of stroke and coronary heart disease respectively.22",26557,26852,['Implications'],['22'],Discussion,['0']
168,PMC4770816,S169,The reduction in blood pressure in our less intensive arm was similar to that achieved in the active arms of other blood pressure lowering trials and more than in their control groups.11 17,26853,27042,['Implications'],['0'],Discussion,['0']
169,PMC4770816,S170,The additional resources needed to achieve the additional 3 mm Hg lower blood pressure in the intensive target arm might be better spent in increasing the proportion of people with stroke in primary care who have a systolic blood pressure below 140 mm Hg.,27043,27298,['Implications'],['22'],Discussion,['0']
170,PMC4770816,S171,"Given this conclusion, we did not feel that a pragmatic trial powered to detect a difference in cardiovascular endpoints achieved using an intensive target in primary care was warranted.",27299,27485,['Implications'],['0'],Discussion,['0']
171,PMC4770816,S172,"Furthermore, the ongoing ESH-CHL SHOT trial will provide important data on whether intensive blood pressure lowering reduces cardiovascular events in people with stroke (who were excluded from the SPRINT trial).23",27486,27699,['Implications'],['0'],Discussion,['0']
172,PMC4770816,S173,The explanatory trial design is likely to lead to clear differences in achieved blood pressure in the treatment arms and confirm whether intensive blood pressure lowering reduces cardiovascular endpoints in the post-stroke population.,27700,27934,['Implications'],['0'],Discussion,['0']
173,PMC4770816,S174,What is already know on this topic,27967,28001,"['Implications', 'What is already know on this topic']",['0'],Discussion,['0']
174,PMC4770816,S175,"Decreasing blood pressure after stroke is associated with a lower risk of stroke recurrence, but uncertainty exists about what the target blood pressure should be",28046,28208,"['Implications', 'What is already know on this topic']",['0'],Discussion,['0']
175,PMC4770816,S176,One trial in people with recent lacunar stroke found that a systolic blood pressure target of <130 mm Hg was associated with a non-significant reduction in stroke compared with a target of 130-149 mm Hg,28255,28457,"['Implications', 'What is already know on this topic']",['0'],Discussion,['0']
176,PMC4770816,S177,No trials of different blood pressure targets after stroke have been carried out in primary care settings,28504,28609,"['Implications', 'What is already know on this topic']",['0'],Discussion,['0']
177,PMC4770816,S178,What this study adds,28672,28692,"['Implications', 'What this study adds']",['0'],Discussion,['0']
178,PMC4770816,S179,Patients set a target of <130 mm Hg or a 10 mm Hg reduction if initial blood pressure was <140 mm Hg achieved lower systolic blood pressures than those set a target of <140 mm Hg,28737,28915,"['Implications', 'What this study adds']",['0'],Discussion,['0']
179,PMC4770816,S180,"However, the difference was small (3 mm Hg) in the context of the reduction in blood pressure observed in both arms (13 mm Hg and 16 mm Hg)",28962,29101,"['Implications', 'What this study adds']",['0'],Discussion,['0']
180,PMC4770816,S181,Active management of blood pressure after stroke/transient ischaemic attack is more important than the target that is set,29148,29269,"['Implications', 'What this study adds']",['0'],Discussion,['0']
181,PMC4770816,S182,Back matter,29334,29345,['Back matter'],['0'],Back matter,['0']
182,PMC4770816,S183,Web Extra,29353,29362,['Back matter'],['0'],Back matter,['0']
183,PMC4770816,S184,Extra material supplied by the author,29369,29406,['Back matter'],['0'],Back matter,['0']
184,PMC4770816,S185,Supplementary tables,29433,29453,['Back matter'],['0'],Back matter,['0']
185,PMC4770816,S186,Click here for additional data file.,29495,29531,['Back matter'],['0'],Back matter,['0']
186,PMC4770816,S187,"Contributors: JM, RJMcM, SG, and FDRH had the original idea and obtained the funding.",29591,29676,['Back matter'],['0'],Back matter,['0']
187,PMC4770816,S188,"KF, JM, RJMcM, CJT, UM, SV, SG, and FDRH contributed to the protocol.",29677,29746,['Back matter'],['0'],Back matter,['0']
188,PMC4770816,S189,AR did the primary data analysis.,29747,29780,['Back matter'],['0'],Back matter,['0']
189,PMC4770816,S190,KF and SV were responsible for the data collection.,29781,29832,['Back matter'],['0'],Back matter,['0']
190,PMC4770816,S191,JM wrote the first draft of the paper.,29833,29871,['Back matter'],['0'],Back matter,['0']
191,PMC4770816,S192,All authors subsequently refined the manuscript and approved the final version.,29872,29951,['Back matter'],['0'],Back matter,['0']
192,PMC4770816,S193,JM is the guarantor.,29952,29972,['Back matter'],['0'],Back matter,['0']
193,PMC4770816,S194,"Funding: This report is of independent research funded by the National Institute for Health Research (NIHR; Stroke Prevention in Primary Care, Programme Grant for Applied Research, RP-PG-0606-1153) and by an NIHR Professorship (RJMcM).",30001,30236,['Back matter'],['25'],Back matter,['0']
194,PMC4770816,S195,"FDRH is part funded as director of the NIHR School for Primary Care Research, theme leader of the NIHR Oxford Biomedical Research Centre, and director of the NIHR Collaboration for Leadership in Applied Health Research and Care, Oxford.",30237,30473,['Back matter'],['25'],Back matter,['0']
195,PMC4770816,S196,The views expressed in this publication are those of the author(s) and not necessarily those of the NHS.,30474,30578,['Back matter'],['0'],Back matter,['0']
196,PMC4770816,S197,The study sponsor was the University of Birmingham.,30579,30630,['Back matter'],['25'],Back matter,['0']
197,PMC4770816,S198,"The study funder and sponsor had no role in the study design; the collection, analysis, or interpretation of data; the writing of the report; or the decision to submit for publication.",30631,30815,['Back matter'],['0'],Back matter,['0']
198,PMC4770816,S199,The researchers are independent of the funders.,30816,30863,['Back matter'],['0'],Back matter,['0']
199,PMC4770816,S200,"Competing interests: All authors have completed the ICMJE uniform disclosure form at www.icmje.org/coi_disclosure.pdf and declare: JM has received grants from Ferrer and the NIHR; RJMcM has received grants from Ferrer during the conduct of the study and grants and personal fees from Omron, grants from Lloyds Pharmacy, personal fees from the Japanese Society of Hypertension, and personal fees from the American Society of Nephrology outside the submitted work; AR has received grants from the University of Birmingham during the conduct of the study; FDRH has received grants from the NIHR and non-financial support from Omron and Microlife during the conduct of the study; no other relationships or activities that could appear to have influenced the submitted work.",30892,31661,['Back matter'],['0'],Back matter,['0']
